Date,Forecasted_Demand,Product
2023-09-24,0.3219813652099178,Carrots
2023-09-25,0.28976930121885325,Carrots
2023-09-26,0.6392429904689302,Carrots
2023-09-27,0.15378345475527672,Carrots
2023-09-28,0.435297069201904,Carrots
2023-09-29,0.34788653569163897,Carrots
2023-09-30,0.14642531772750006,Carrots
2023-10-01,0.32285910336023327,Carrots
2023-10-02,0.2906470393697772,Carrots
2023-10-03,0.6401207286197799,Carrots
2023-10-04,0.15466119290560126,Carrots
2023-10-05,0.4361748073526314,Carrots
2023-10-06,0.3487642738414896,Carrots
2023-10-07,0.147303055879187,Carrots
2023-10-08,0.3237368415106916,Carrots
2023-10-09,0.291524777519903,Carrots
2023-10-10,0.6409984667704252,Carrots
2023-10-11,0.1555389310571962,Carrots
2023-10-12,0.4370525455044012,Carrots
2023-10-13,0.3496420119929749,Carrots
2023-10-14,0.14818079403087392,Carrots
2023-10-15,0.324614579661007,Carrots
2023-10-16,0.2924025155675068,Carrots
2023-10-17,0.6418762047146342,Carrots
2023-10-18,0.15641666889755995,Carrots
2023-10-19,0.43793028324034783,Carrots
2023-10-20,0.35051974962622406,Carrots
2023-10-21,0.14905853156024446,Carrots
2023-10-22,0.3254923170899095,Carrots
2023-10-23,0.2932802529951886,Carrots
2023-10-24,0.6427539421427506,Carrots
2023-10-25,0.15729440632464248,Carrots
2023-10-26,0.4388080206688754,Carrots
2023-10-27,0.3513974870540754,Carrots
2023-10-28,0.14993626898868923,Carrots
2023-10-29,0.32637005451698275,Carrots
2023-10-30,0.2941579904228705,Carrots
2023-10-31,0.6436316795703583,Carrots
2023-11-01,0.1581721437529953,Carrots
2023-11-02,0.4396857580953186,Carrots
2023-11-03,0.3522752244819267,Carrots
2023-11-04,0.15081400641659495,Carrots
2023-11-05,0.32724779194511355,Carrots
2023-11-06,0.2950357278510032,Carrots
2023-11-07,0.6445094169978636,Carrots
2023-11-08,0.15904988077482887,Carrots
2023-11-09,0.44056349471289097,Carrots
2023-11-10,0.35315296069403146,Carrots
2023-11-11,0.15169174222404425,Carrots
2023-11-12,0.32812552734594247,Carrots
2023-11-13,0.2959134628467411,Carrots
2023-11-14,0.6453871515886268,Carrots
2023-11-15,0.15992761536617076,Carrots
2023-11-16,0.4414412293036343,Carrots
2023-11-17,0.35403069528389786,Carrots
2023-11-18,0.15256947681454963,Carrots
2023-11-19,0.3290032619362737,Carrots
2023-11-20,0.29679119743733345,Carrots
2023-11-21,0.64626488617939,Carrots
2023-11-22,0.1608053499571463,Carrots
2023-11-23,0.4423189638954198,Carrots
2023-11-24,0.3549084298762498,Carrots
2023-11-25,0.15344721140505507,Carrots
2023-11-26,0.3298809965284341,Carrots
2023-11-27,0.2976689320282732,Carrots
2023-11-28,0.6471426207702557,Carrots
2023-11-29,0.16168308454812189,Carrots
2023-11-30,0.4431966984872052,Carrots
2023-12-01,0.35578616440311733,Carrots
2023-12-02,0.15432494586823964,Carrots
2023-12-03,0.3307587309285926,Carrots
2023-12-04,0.29854666636610017,Carrots
2023-12-05,0.648020355043962,Carrots
2023-12-06,0.16256081875911826,Carrots
2023-12-07,0.44407443263317004,Carrots
2023-12-08,0.35666389855049013,Carrots
2023-12-09,0.15520268001620594,Carrots
2023-12-10,0.331636465076102,Carrots
2023-12-11,0.29942440051375435,Carrots
2023-12-12,0.6488980891917022,Carrots
2023-12-13,0.16343855290635748,Carrots
2023-12-14,0.4449521667812191,Carrots
2023-12-15,0.3575416326966202,Carrots
2023-12-16,0.156080414162975,Carrots
2023-12-17,0.33251419922283976,Carrots
2023-12-18,0.30030213466050704,Carrots
2023-12-19,0.6497758233386268,Carrots
2023-12-20,0.16431628705296145,Carrots
2023-12-21,0.44582990092822605,Carrots
2023-12-22,0.35841936684275033,Carrots
2023-12-23,0.15695814831094135,Carrots
2023-12-24,0.333391933144723,Carrots
2023-12-25,0.301179868356909,Carrots
2023-12-26,0.6506535568088776,Carrots
2023-12-27,0.16519402029769625,Carrots
2023-12-28,0.4467076339466449,Carrots
2023-12-29,0.3592970996376093,Carrots
2023-12-30,0.15783588087713035,Carrots
2023-12-31,0.33426966571193517,Carrots
2024-01-01,0.30205760092472966,Carrots
2024-01-02,0.6515312893771328,Carrots
2024-01-03,0.16607175286491757,Carrots
2024-01-04,0.44758536651426917,Carrots
2024-01-05,0.3601748322072342,Carrots
2024-01-06,0.1587136134457139,Carrots
2024-01-07,0.33514739828006185,Carrots
2024-01-08,0.3029353334917523,Carrots
2024-01-09,0.6524090219447769,Carrots
2024-01-10,0.16694948543340912,Carrots
2024-01-11,0.4484630990829356,Carrots
2024-01-12,0.36105256477398157,Carrots
2024-01-13,0.15959134601375846,Carrots
2024-01-14,0.336025130847274,Carrots
2024-01-15,0.3038130660595729,Carrots
2024-01-16,0.6532867540246453,Carrots
2024-01-17,0.16782721702507858,Carrots
2024-01-18,0.449340830187232,Carrots
2024-01-19,0.3619302953896251,Carrots
2024-01-20,0.1604690761422651,Carrots
2024-01-21,0.3369028604896597,Carrots
2024-01-22,0.30469079521296205,Carrots
2024-01-23,0.65416448317796,Carrots
2024-01-24,0.16870494617886983,Carrots
2024-01-25,0.45021855934146676,Carrots
2024-01-26,0.36280802454318367,Carrots
2024-01-27,0.1613468052952199,Carrots
2024-01-28,0.33778058964244023,Carrots
2024-01-29,0.30556852436555304,Carrots
2024-01-30,0.6550422123312749,Carrots
2024-01-31,0.16958267533229465,Carrots
2024-02-01,0.4510962884921175,Carrots
2024-02-02,0.3636857536967422,Carrots
2024-02-03,0.16222453444937188,Carrots
2024-02-04,0.3386583187953636,Carrots
2024-02-05,0.30644625351939286,Carrots
2024-02-06,0.6559199414844876,Carrots
2024-02-07,0.17046040448571956,Carrots
2024-02-08,0.45197401599869047,Carrots
2024-02-09,0.3645634795553687,Carrots
2024-02-10,0.16310225866053796,Carrots
2024-02-11,0.33953604135841087,Carrots
2024-02-12,0.30732397443402143,Carrots
2024-02-13,0.6567976607517283,Carrots
2024-02-14,0.17133812210487548,Carrots
2024-02-15,0.4528517336182493,Carrots
2024-02-16,0.36544119717405077,Carrots
2024-02-17,0.16397997627985894,Carrots
2024-02-18,0.34041375897847226,Carrots
2024-02-19,0.3082016920542276,Carrots
2024-02-20,0.6576753783719181,Carrots
2024-02-21,0.17221583972403146,Carrots
2024-02-22,0.4537294512388504,Carrots
2024-02-23,0.3663189147952184,Carrots
2024-02-24,0.16485769389918,Carrots
2024-02-25,0.34129147659776193,Carrots
2024-02-26,0.30907940967398295,Carrots
2024-02-27,0.6585530959915994,Carrots
2024-02-28,0.1730935573448241,Carrots
2024-02-29,0.45460716885840924,Carrots
2024-03-01,0.3671966324139004,Carrots
2024-03-02,0.16573458584786815,Carrots
2024-03-03,0.34216754287524115,Carrots
2024-03-04,0.30995465028031577,Carrots
2024-03-05,0.6594275109259115,Carrots
2024-03-06,0.17396714660879492,Carrots
2024-03-07,0.4554799324497641,Carrots
2024-03-08,0.36806857033478757,Carrots
2024-03-09,0.16660652376934879,Carrots
2024-03-10,0.34303948079535024,Carrots
2024-03-11,0.3108265882010336,Carrots
2024-03-12,0.660299448846555,Carrots
2024-03-13,0.17483908452891334,Carrots
2024-03-14,0.45635187037028546,Carrots
2024-03-15,0.368940508254432,Carrots
2024-03-16,0.16747846168843494,Carrots
2024-03-17,0.3439114187172886,Carrots
2024-03-18,0.31169852612095317,Carrots
2024-03-19,0.6611713867670962,Carrots
2024-03-20,0.17571102244903164,Carrots
2024-03-21,0.45722380829184883,Carrots
2024-03-22,0.36981244617531916,Carrots
2024-03-23,0.16835039961057377,Carrots
2024-03-24,0.34478335663739784,Carrots
2024-03-25,0.31254536165866265,Carrots
2024-03-26,0.661993119921723,Carrots
2024-03-27,0.17650765322076017,Carrots
2024-03-28,0.45799533667929454,Carrots
2024-03-29,0.37055887218155653,Carrots
2024-03-30,0.16907172323160977,Carrots
2024-03-31,0.34547957787644856,Carrots
2024-04-01,0.3132415828987726,Carrots
2024-04-02,0.6626893411617145,Carrots
2024-04-03,0.17720387446018634,Carrots
2024-04-04,0.45869155791979954,Carrots
2024-04-05,0.3712550934213852,Carrots
2024-04-06,0.16976794447203192,Carrots
2024-04-07,0.3461757991164138,Carrots
2024-04-08,0.3139378041379811,Carrots
2024-04-09,0.6633855624011973,Carrots
2024-04-10,0.1779000957005166,Carrots
2024-04-11,0.4593877791603044,Carrots
2024-04-12,0.3719513146612139,Carrots
2024-04-13,0.17046416571125678,Carrots
2024-04-14,0.3468720203546928,Carrots
2024-04-15,0.3146340253780911,Carrots
2024-04-16,0.6640817836406798,Carrots
2024-04-17,0.17859598766637302,Carrots
2024-04-18,0.46008334185336053,Carrots
2024-04-19,0.3726465480818245,Carrots
2024-04-20,0.17115906985766838,Carrots
2024-04-21,0.3475665952295559,Carrots
2024-04-22,0.3153282709789812,Carrots
2024-04-23,0.6647756999678416,Carrots
2024-04-24,0.17928990399364475,Carrots
2024-04-25,0.46077725818098464,Carrots
2024-04-26,0.373340464407987,Carrots
2024-04-27,0.1718529861844699,Carrots
2024-04-28,0.3482605115561832,Carrots
2024-04-29,0.3160221873049681,Carrots
2024-04-30,0.6654696162955118,Carrots
2024-05-01,0.17998382032091637,Carrots
2024-05-02,0.46147117450698183,Carrots
2024-05-03,0.37403438073663514,Carrots
2024-05-04,0.17254690251246868,Carrots
2024-05-05,0.34895442788372516,Carrots
2024-05-06,0.3167161036326548,Carrots
2024-05-07,0.6661635326226735,Carrots
2024-05-08,0.1806777366481879,Carrots
2024-05-09,0.46216509083506335,Carrots
2024-05-10,0.374728297013821,Carrots
2024-05-11,0.17324081874197503,Carrots
2024-05-12,0.34964834406433704,Carrots
2024-05-13,0.3174100197635333,Carrots
2024-05-14,0.6668574487047473,Carrots
2024-05-15,0.18137165268096456,Carrots
2024-05-16,0.46285900681776654,Carrots
2024-05-17,0.37542221299714695,Carrots
2024-05-18,0.17393473472713727,Carrots
2024-05-19,0.3503422600490424,Carrots
2024-05-20,0.31810393574838347,Carrots
2024-05-21,0.6675513646890725,Carrots
2024-05-22,0.18206556866576595,Carrots
2024-05-23,0.4635529228030117,Carrots
2024-05-24,0.37611612898295854,Carrots
2024-05-25,0.174628650709905,Carrots
2024-05-26,0.35103617603297604,Carrots
2024-05-27,0.3187978517319846,Carrots
2024-05-28,0.6682452806733976,Carrots
2024-05-29,0.18275948464956593,Carrots
2024-05-30,0.4642468387872145,Carrots
2024-05-31,0.3768100449662846,Carrots
2024-06-01,0.1753225667647335,Carrots
2024-06-02,0.3517300921570138,Carrots
2024-06-03,0.31949176792583334,Carrots
2024-06-04,0.6689391969361829,Carrots
2024-06-05,0.1834534009829671,Carrots
2024-06-06,0.46494075518941447,Carrots
2024-06-07,0.3775039614389085,Carrots
2024-06-08,0.17601648323755897,Carrots
2024-06-09,0.3524240086284678,Carrots
2024-06-10,0.3201856843978958,Carrots
2024-06-11,0.6696331134081712,Carrots
2024-06-12,0.1841473174554318,Carrots
2024-06-13,0.46563467166128053,Carrots
2024-06-14,0.37819787790989773,Carrots
2024-06-15,0.1767103997079899,Carrots
2024-06-16,0.353117925101751,Carrots
2024-06-17,0.3208796008699584,Carrots
2024-06-18,0.6703270298806682,Carrots
2024-06-19,0.18484123392753019,Carrots
2024-06-20,0.46632858813418887,Carrots
2024-06-21,0.37889179438212983,Carrots
2024-06-22,0.17740431618081537,Carrots
2024-06-23,0.3538118415724332,Carrots
2024-06-24,0.3215735171152107,Carrots
2024-06-25,0.6710209458990359,Carrots
2024-06-26,0.1855351497185625,Carrots
2024-06-27,0.46702250369777165,Carrots
2024-06-28,0.3795857097203104,Carrots
2024-06-29,0.17809823129104285,Carrots
2024-06-30,0.35450575645712995,Carrots
2024-07-01,0.32226743200005215,Carrots
2024-07-02,0.6717148607832502,Carrots
2024-07-03,0.1862290646023538,Carrots
2024-07-04,0.46771641858255053,Carrots
2024-07-05,0.3802796246048705,Carrots
2024-07-06,0.17879214617619646,Carrots
2024-07-07,0.355199671340912,Carrots
2024-07-08,0.32296134688399203,Carrots
2024-07-09,0.672408775667973,Carrots
2024-07-10,0.18692297948741535,Carrots
2024-07-11,0.4684103334667447,Carrots
2024-07-12,0.38097353948818785,Carrots
2024-07-13,0.17948606106015277,Carrots
2024-07-14,0.35589358622469414,Carrots
2024-07-15,0.3236552617680354,Carrots
2024-07-16,0.6731026905521871,Carrots
2024-07-17,0.18761689432762912,Carrots
2024-07-18,0.46910424826482605,Carrots
2024-07-19,0.3816674542432582,Carrots
2024-07-20,0.1801799757704572,Carrots
2024-07-21,0.35658750089241786,Carrots
2024-07-22,0.3243491763909609,Carrots
2024-07-23,0.6737966051314608,Carrots
2024-07-24,0.18831080890701293,Carrots
2024-07-25,0.4697981628450198,Carrots
2024-07-26,0.38236136882192484,Carrots
2024-07-27,0.18087389034937085,Carrots
2024-07-28,0.35728141547115716,Carrots
2024-07-29,0.3250430909707597,Carrots
2024-07-30,0.6744905197106323,Carrots
2024-07-31,0.18900472348676303,Carrots
2024-08-01,0.47049207742312915,Carrots
2024-08-02,0.383055283402685,Carrots
2024-08-03,0.1815678049294817,Carrots
2024-08-04,0.3579753300508112,Carrots
2024-08-05,0.32573700555055846,Carrots
2024-08-06,0.675184434289906,Carrots
2024-08-07,0.1896986380661468,Carrots
2024-08-08,0.4711859920033229,Carrots
2024-08-09,0.38374919754283354,Carrots
2024-08-10,0.18226171863214297,Carrots
2024-08-11,0.35866924331531497,Carrots
2024-08-12,0.326430918375702,Carrots
2024-08-13,0.6758783466783442,Carrots
2024-08-14,0.1903925500161382,Carrots
2024-08-15,0.47187990351559095,Carrots
2024-08-16,0.38444310905585943,Carrots
2024-08-17,0.1829556301453705,Carrots
2024-08-18,0.35936315482808556,Carrots
2024-08-19,0.32712482988816655,Carrots
2024-08-20,0.6765722581907346,Carrots
2024-08-21,0.19108646152863856,Carrots
2024-08-22,0.47257381502740153,Carrots
2024-08-23,0.38513702056849347,Carrots
2024-08-24,0.18364954165620348,Carrots
2024-08-25,0.3600570663399416,Carrots
2024-08-26,0.3278187414010819,Carrots
2024-08-27,0.6772661697036336,Carrots
2024-08-28,0.1917803730405038,Carrots
2024-08-29,0.47326772653966975,Carrots
2024-08-30,0.38583093208112756,Carrots
2024-08-31,0.18434345316943093,Carrots
2024-09-01,0.36075097792230765,Carrots
2024-09-02,0.3285126530531881,Carrots
2024-09-03,0.677960081424708,Carrots
2024-09-04,0.19247428483202084,Carrots
2024-09-05,0.4739616383999148,Carrots
2024-09-06,0.3865248440100911,Carrots
2024-09-07,0.1850373651692872,Carrots
2024-09-08,0.3614448899214742,Carrots
2024-09-09,0.32920656505282053,Carrots
2024-09-10,0.6786539934241638,Carrots
2024-09-11,0.1931681968310539,Carrots
2024-09-12,0.4746555503988932,Carrots
2024-09-13,0.38721875600865013,Carrots
2024-09-14,0.18573127716848511,Carrots
2024-09-15,0.3621388019223272,Carrots
2024-09-16,0.32990047705245285,Carrots
2024-09-17,0.6793479054237219,Carrots
2024-09-18,0.19386210883108823,Carrots
2024-09-19,0.4753494623993712,Carrots
2024-09-20,0.38791266800845187,Carrots
2024-09-21,0.1864251891676831,Carrots
2024-09-22,0.36283271392135097,Carrots
2024-09-23,0.33059438905128696,Carrots
2024-09-24,0.6800418183005086,Carrots
2024-09-25,0.19455602258521373,Carrots
2024-09-26,0.4760433770294509,Carrots
2024-09-27,0.3886065835171683,Carrots
2024-09-28,0.18711910555422168,Carrots
2024-09-29,0.3635266311846612,Carrots
2024-09-30,0.33128830719197067,Carrots
2024-10-01,0.6807357364405651,Carrots
2024-10-02,0.19524994072548232,Carrots
2024-10-03,0.47673729517052943,Carrots
2024-10-04,0.3893005016579626,Carrots
2024-10-05,0.1878130236952175,Carrots
2024-10-06,0.36422054932428566,Carrots
2024-10-07,0.33198222533175287,Carrots
2024-10-08,0.6814296545806214,Carrots
2024-10-09,0.1959438588661174,Carrots
2024-10-10,0.4774312133105659,Carrots
2024-10-11,0.38999441979712224,Carrots
2024-10-12,0.18850694183447705,Carrots
2024-10-13,0.36491446746482464,Carrots
2024-10-14,0.3326761434724366,Carrots
2024-10-15,0.6821235727212889,Carrots
2024-10-16,0.19663777700638613,Carrots
2024-10-17,0.47814089326278664,Carrots
2024-10-18,0.39071986156105154,Carrots
2024-10-19,0.18924814540650453,Carrots
2024-10-20,0.36567143284916004,Carrots
2024-10-21,0.3334488706683799,Carrots
2024-10-22,0.6829120617281976,Carrots
2024-10-23,0.19744202782401415,Carrots
2024-10-24,0.47894514408081756,Carrots
2024-10-25,0.39152411237820556,Carrots
2024-10-26,0.19005239622549475,Carrots
2024-10-27,0.3664756836676935,Carrots
2024-10-28,0.33425312148705805,Carrots
2024-10-29,0.6837163125462484,Carrots
2024-10-30,0.19824627864291244,Carrots
2024-10-31,0.47974939489839097,Carrots
2024-11-01,0.39232836319660236,Carrots
2024-11-02,0.1908566470444851,Carrots
2024-11-03,0.36727993448531226,Carrots
2024-11-04,0.33505737230528543,Carrots
2024-11-05,0.6845205633650127,Carrots
2024-11-06,0.19905052946054044,Carrots
2024-11-07,0.48055364571642184,Carrots
2024-11-08,0.3931326140153911,Carrots
2024-11-09,0.1917017122224452,Carrots
2024-11-10,0.3681658140250945,Carrots
2024-11-11,0.335984066203216,Carrots
2024-11-12,0.6854880716236297,Carrots
2024-11-13,0.2000588520790041,Carrots
2024-11-14,0.48160278269649776,Carrots
2024-11-15,0.39422256535495787,Carrots
2024-11-16,0.19279166356326358,Carrots
2024-11-17,0.3692557653638833,Carrots
2024-11-18,0.33707401754261335,Carrots
2024-11-19,0.6865780229629528,Carrots
2024-11-20,0.2011488034184372,Carrots
2024-11-21,0.4826927340346564,Carrots
2024-11-22,0.3953125166945246,Carrots
2024-11-23,0.19388161490102923,Carrots
2024-11-24,0.37034571670267197,Carrots
2024-11-25,0.33816396888201067,Carrots
2024-11-26,0.6876679743021734,Carrots
2024-11-27,0.20223875475760142,Carrots
2024-11-28,0.4837826853748994,Carrots
2024-11-29,0.3964024680340913,Carrots
2024-11-30,0.19497156624118947,Carrots
2024-12-01,0.3714356680423753,Carrots
2024-12-02,0.33929219208704436,Carrots
2024-12-03,0.6888344693742634,Carrots
2024-12-04,0.20344352169697325,Carrots
2024-12-05,0.4850257241783387,Carrots
2024-12-06,0.39768377870458793,Carrots
2024-12-07,0.1962911487787596,Carrots
2024-12-08,0.372793522445434,Carrots
2024-12-09,0.3406500464919342,Carrots
2024-12-10,0.6901923237785259,Carrots
2024-12-11,0.2048013761008129,Carrots
2024-12-12,0.48638357858362347,Carrots
2024-12-13,0.3990416331095884,Carrots
2024-12-14,0.1976490031827644,Carrots
2024-12-15,0.37415137685109373,Carrots
2024-12-16,0.3420079008959225,Carrots
2024-12-17,0.6915501781828908,Carrots
2024-12-18,0.20615923050528773,Carrots
2024-12-19,0.48774143298890826,Carrots
2024-12-20,0.4003994875129541,Carrots
2024-12-21,0.1990068575867691,Carrots
2024-12-22,0.37550923125583885,Carrots
2024-12-23,0.3433657553008123,Carrots
2024-12-24,0.6929080325877643,Carrots
2024-12-25,0.2075443671909604,Carrots
2024-12-26,0.4891538519545042,Carrots
2024-12-27,0.40183918876239877,Carrots
2024-12-28,0.2004738411167622,Carrots
2024-12-29,0.37700349706580116,Carrots
2024-12-30,0.34488730339288887,Carrots
2024-12-31,0.6944568629605137,Carrots
2025-01-01,0.2090931975638196,Carrots
2025-01-02,0.4907026823281734,Carrots
2025-01-03,0.4033880191341489,Carrots
2025-01-04,0.20202267148980946,Carrots
2025-01-05,0.3785523274380161,Carrots
2025-01-06,0.34643613376526156,Carrots
2025-01-07,0.6960056933330582,Carrots
2025-01-08,0.2106420279370452,Carrots
2025-01-09,0.49225151270034284,Carrots
2025-01-10,0.4049368495058991,Carrots
2025-01-11,0.20357150186339587,Carrots
2025-01-12,0.3801011578111455,Carrots
2025-01-13,0.3479849641385358,Carrots
2025-01-14,0.6975545237058075,Carrots
2025-01-15,0.21219085830990447,Carrots
2025-01-16,0.4938003430740121,Carrots
2025-01-17,0.40651133582665283,Carrots
2025-01-18,0.2051716441264267,Carrots
2025-01-19,0.3817269560238293,Carrots
2025-01-20,0.3496364182966335,Carrots
2025-01-21,0.6992316338111473,Carrots
2025-01-22,0.21389362436123713,Carrots
2025-01-23,0.49552876507226584,Carrots
2025-01-24,0.4082397578240297,Carrots
2025-01-25,0.20690006612629794,Carrots
2025-01-26,0.38345537802258556,Carrots
2025-01-27,0.3513648402955345,Carrots
2025-01-28,0.7009600558093186,Carrots
2025-01-29,0.21562204636035828,Carrots
2025-01-30,0.4972571870705195,Carrots
2025-01-31,0.4099681798230413,Carrots
2025-02-01,0.2086284881243138,Carrots
2025-02-02,0.3851838000204272,Carrots
2025-02-03,0.35309326229398474,Carrots
2025-02-04,0.7026884778083056,Carrots
2025-02-05,0.21735046835857544,Carrots
2025-02-06,0.49898560906877326,Carrots
2025-02-07,0.4116966018204182,Carrots
2025-02-08,0.21035691012352692,Carrots
2025-02-09,0.38691222188516755,Carrots
2025-02-10,0.35482168402257425,Carrots
2025-02-11,0.7044168994016857,Carrots
2025-02-12,0.21907888981733972,Carrots
2025-02-13,0.5007140303934171,Carrots
2025-02-14,0.4134250230094553,Carrots
2025-02-15,0.21208533117822698,Carrots
2025-02-16,0.3886406429377245,Carrots
2025-02-17,0.35655010507651136,Carrots
2025-02-18,0.7061453204555486,Carrots
2025-02-19,0.2208073108706775,Carrots
2025-02-20,0.5024424514461155,Carrots
2025-02-21,0.4151534440651966,Carrots
2025-02-22,0.21381375223053262,Carrots
2025-02-23,0.39036906399196764,Carrots
2025-02-24,0.35827852613089933,Carrots
2025-02-25,0.7078737415093093,Carrots
2025-02-26,0.2225357319240153,Carrots
2025-02-27,0.504170872500441,Carrots
2025-02-28,0.41688186511930314,Carrots
2025-03-01,0.21554217328523273,Carrots
2025-03-02,0.39209748504529623,Carrots
2025-03-03,0.3600069471835875,Carrots
2025-03-04,0.709602162864084,Carrots
2025-03-05,0.22426415357942947,Carrots
2025-03-06,0.5058992944553908,Carrots
2025-03-07,0.41861028737377914,Carrots
2025-03-08,0.2172705958407508,Carrots
2025-03-09,0.39382590790104316,Carrots
2025-03-10,0.36173537034079684,Carrots
2025-03-11,0.711330586020666,Carrots
2025-03-12,0.22599257673558865,Carrots
2025-03-13,0.5076277176129951,Carrots
2025-03-14,0.4203387105307072,Carrots
2025-03-15,0.2189990189977332,Carrots
2025-03-16,0.39555433105902243,Carrots
2025-03-17,0.36346379349710467,Carrots
2025-03-18,0.7130590091773503,Carrots
2025-03-19,0.227720999892383,Carrots
2025-03-20,0.5093561407680575,Carrots
2025-03-21,0.4220671336863925,Carrots
2025-03-22,0.2207274421540574,Carrots
2025-03-23,0.39728275421517245,Carrots
2025-03-24,0.3651922166543141,Carrots
2025-03-25,0.7147874323339325,Carrots
2025-03-26,0.22944942304954366,Carrots
2025-03-27,0.5110845639246197,Carrots
2025-03-28,0.42379555684456327,Carrots
2025-03-29,0.22245586531157888,Carrots
2025-03-30,0.39901117737223696,Carrots
2025-03-31,0.36692063981027445,Carrots
2025-04-01,0.7165158554906168,Carrots
2025-04-02,0.23117784620633808,Carrots
2025-04-03,0.5128129870811817,Carrots
2025-04-04,0.42552398000024855,Carrots
2025-04-05,0.22418428846790306,Carrots
2025-04-06,0.40073960052852986,Carrots
2025-04-07,0.3686490629670331,Carrots
2025-04-08,0.7182442786470965,Carrots
2025-04-09,0.23290626936249725,Carrots
2025-04-10,0.5145414102387861,Carrots
2025-04-11,0.42725240315756846,Carrots
2025-04-12,0.2259127116254246,Carrots
2025-04-13,0.4024680236855944,Carrots
2025-04-14,0.3703774861237917,Carrots
2025-04-15,0.7199727018037809,Carrots
2025-04-16,0.23463469252029306,Carrots
2025-04-17,0.5162698333963902,Carrots
2025-04-18,0.4289808263144965,Carrots
2025-04-19,0.2276411347805516,Carrots
2025-04-20,0.40419644684265904,Carrots
2025-04-21,0.372105909281001,Carrots
2025-04-22,0.7217011249609738,Carrots
2025-04-23,0.23636311567645224,Carrots
2025-04-24,0.5179982565529524,Carrots
2025-04-25,0.4307092494714245,Carrots
2025-04-26,0.22936955793807312,Carrots
2025-04-27,0.40592486999895194,Carrots
2025-04-28,0.3738343324382104,Carrots
2025-04-29,0.7234295481175559,Carrots
2025-04-30,0.2380915388338817,Carrots
2025-05-01,0.5197266797095146,Carrots
2025-05-02,0.43243767262710975,Carrots
2025-05-03,0.2310979810938582,Carrots
2025-05-04,0.407653293155102,Carrots
2025-05-05,0.375562755594969,Carrots
2025-05-06,0.7251579712741381,Carrots
2025-05-07,0.2398199619900409,Carrots
2025-05-08,0.5214551028656191,Carrots
2025-05-09,0.434166095782795,Carrots
2025-05-10,0.23282640425137968,Carrots
2025-05-11,0.4093817163130811,Carrots
2025-05-12,0.3772911787517276,Carrots
2025-05-13,0.7268863944308224,Carrots
2025-05-14,0.24154838514683535,Carrots
2025-05-15,0.5231835260232234,Carrots
2025-05-16,0.4358945189397229,Carrots
2025-05-17,0.23455482740770386,Carrots
2025-05-18,0.41111013946923114,Carrots
2025-05-19,0.3790196019076879,Carrots
2025-05-20,0.728614817587913,Carrots
2025-05-21,0.24327680830299453,Carrots
2025-05-22,0.5249119491787433,Carrots
2025-05-23,0.43762294209665104,Carrots
2025-05-24,0.2362832505646863,Carrots
2025-05-25,0.4128385626262957,Carrots
2025-05-26,0.38074802506489736,Carrots
2025-05-27,0.7303432407445973,Carrots
2025-05-28,0.24500523145978884,Carrots
2025-05-29,0.5266403723363476,Carrots
2025-05-30,0.4393513652552138,Carrots
2025-05-31,0.23801167372101054,Carrots
2025-06-01,0.4145669857824457,Carrots
2025-06-02,0.3824764482212051,Carrots
2025-06-03,0.7320716639010771,Carrots
