customer_id,store_name,Date,aisle,Product,Units_Sold,unit_price,total_amount,discount_amount,final_amount,loyalty_points,Price,Unit_Cost,Holding_Cost,Shortage_Cost,Lead_Time,Capacity,Revenue
8179,City Fresh Store,2023-09-03,Personal Care,Bananas,1.0,20.08,20.08,2.1,17.98,272,17.98,8.091000000000001,0.16182000000000002,0.8091000000000002,3,6.0,17.98
9864,MegaMart Westside,2023-09-03,Personal Care,Onions,4.0,8.35,33.4,0.0,33.4,157,8.35,3.7575,0.07515,0.37575000000000003,5,6.0,33.4
5150,FreshMart Downtown,2023-09-04,Beverages,Salmon,1.0,29.26,29.26,1.17,28.09,400,28.09,12.6405,0.25281,1.2640500000000001,6,6.0,28.09
8498,MegaMart Westside,2023-09-04,Beverages,Ground Beef,5.0,7.36,36.8,4.41,32.39,465,6.478,2.9151,0.058302,0.29151,6,6.0,32.39
9626,City Fresh Store,2023-09-05,Beverages,Carrots,3.0,16.72,50.16,4.96,45.2,414,15.066666666666668,6.780000000000001,0.13560000000000003,0.6780000000000002,3,6.0,45.2
5349,GreenGrocer Plaza,2023-09-05,Snacks & Candy,Orange Juice,3.0,17.17,51.51,10.3,41.21,187,13.736666666666666,6.1815,0.12363,0.61815,3,6.0,41.21
8404,MegaMart Westside,2023-09-05,Beverages,Onions,2.0,16.47,32.94,3.29,29.65,62,14.825,6.67125,0.133425,0.667125,6,6.0,29.65
1742,ValuePlus Market,2023-09-06,Frozen Foods,Potatoes,4.0,22.94,91.76,13.76,78.0,309,19.5,8.775,0.17550000000000002,0.8775000000000001,6,6.0,78.0
3827,ValuePlus Market,2023-09-06,Beverages,Ground Beef,1.0,23.94,23.94,3.59,20.35,78,20.35,9.1575,0.18315,0.9157500000000001,2,6.0,20.35
9193,FreshMart Downtown,2023-09-07,Health & Wellness,Milk,1.0,7.11,7.11,0.71,6.4,405,6.4,2.8800000000000003,0.057600000000000005,0.28800000000000003,3,6.0,6.4
8325,GreenGrocer Plaza,2023-09-08,Canned Goods,Rice,3.0,9.78,29.34,5.87,23.47,248,7.823333333333333,3.5205,0.07041,0.35205000000000003,3,6.0,23.47
3088,City Fresh Store,2023-09-08,Snacks & Candy,Cereal,2.0,15.38,30.76,2.07,28.69,254,14.345,6.45525,0.129105,0.6455250000000001,2,6.0,28.69
8702,Corner Grocery,2023-09-09,Snacks & Candy,Chicken Breast,4.0,20.15,80.6,12.09,68.51,291,17.1275,7.707375000000001,0.15414750000000002,0.7707375000000001,3,6.0,68.51
8170,FreshMart Downtown,2023-09-09,Health & Wellness,Cereal,4.0,3.81,15.24,1.52,13.72,176,3.43,1.5435,0.03087,0.15435000000000001,4,6.0,13.72
7730,FamilyFood Express,2023-09-09,Produce,Yogurt,5.0,27.31,136.55,13.66,122.89,184,24.578,11.0601,0.221202,1.1060100000000002,4,6.0,122.89
5533,City Fresh Store,2023-09-10,Meat & Seafood,Potatoes,4.0,18.84,75.36,2.02,73.34,463,18.335,8.25075,0.165015,0.825075,3,6.0,73.34
2196,Corner Grocery,2023-09-11,Frozen Foods,Pasta,2.0,3.41,6.82,0.68,6.14,35,3.07,1.3815,0.02763,0.13815,5,6.0,6.14
1793,QuickStop Market,2023-09-11,Frozen Foods,Carrots,3.0,13.16,39.48,5.92,33.56,428,11.186666666666667,5.034000000000001,0.10068000000000002,0.5034000000000001,5,6.0,33.56
1474,MegaMart Westside,2023-09-11,Health & Wellness,Tomatoes,4.0,17.99,71.96,0.0,71.96,265,17.99,8.0955,0.16191,0.80955,2,6.0,71.96
1400,City Fresh Store,2023-09-11,Canned Goods,Eggs,3.0,6.46,19.38,4.24,15.14,448,5.046666666666667,2.2710000000000004,0.04542000000000001,0.22710000000000005,4,6.0,15.14
3290,MegaMart Westside,2023-09-11,Meat & Seafood,Eggs,3.0,11.64,34.92,6.98,27.94,298,9.313333333333334,4.191000000000001,0.08382000000000002,0.4191000000000001,5,6.0,27.940000000000005
5494,City Fresh Store,2023-09-11,Bakery,Chicken Breast,1.0,6.99,6.99,2.89,4.1,326,4.1,1.845,0.0369,0.1845,2,6.0,4.1
9450,ValuePlus Market,2023-09-11,Beverages,Salmon,5.0,27.1,135.5,2.8,132.7,484,26.54,11.943,0.23886,1.1943,5,6.0,132.7
6053,QuickStop Market,2023-09-11,Beverages,Bananas,4.0,5.31,21.24,3.66,17.58,327,4.395,1.97775,0.039555,0.197775,5,6.0,17.58
2139,FamilyFood Express,2023-09-11,Frozen Foods,Yogurt,1.0,17.79,17.79,0.0,17.79,277,17.79,8.0055,0.16011,0.80055,5,6.0,17.79
9120,FreshMart Downtown,2023-09-12,Snacks & Candy,Rice,4.0,15.3,61.2,9.18,52.02,328,13.005,5.852250000000001,0.11704500000000001,0.5852250000000001,5,6.0,52.02
6781,FamilyFood Express,2023-09-13,Household Items,Tomatoes,5.0,10.32,51.6,4.48,47.12,226,9.424,4.2408,0.084816,0.42408,4,6.0,47.12
1349,Corner Grocery,2023-09-15,Produce,Onions,3.0,7.53,22.59,0.0,22.59,174,7.53,3.3885,0.06777,0.33885000000000004,4,6.0,22.59
2604,MegaMart Westside,2023-09-15,Health & Wellness,Pasta,5.0,12.04,60.2,3.7,56.5,326,11.3,5.085000000000001,0.10170000000000001,0.5085000000000001,4,6.0,56.5
9837,FreshMart Downtown,2023-09-16,Beverages,Pasta,3.0,25.99,77.97,4.1,73.87,44,24.623333333333335,11.0805,0.22161000000000003,1.1080500000000002,3,6.0,73.87
4814,City Fresh Store,2023-09-16,Snacks & Candy,Orange Juice,3.0,11.56,34.68,4.25,30.43,456,10.143333333333333,4.5645,0.09129,0.45645,2,6.0,30.43
4120,FreshMart Downtown,2023-09-16,Dairy,Apples,5.0,27.32,136.6,0.0,136.6,318,27.32,12.294,0.24588000000000002,1.2294,3,6.0,136.6
3711,FamilyFood Express,2023-09-16,Frozen Foods,Potatoes,3.0,10.76,32.28,6.46,25.82,224,8.606666666666667,3.873,0.07746,0.38730000000000003,4,6.0,25.82
5096,FamilyFood Express,2023-09-16,Dairy,Eggs,2.0,1.79,3.58,0.36,3.22,408,1.61,0.7245,0.014490000000000001,0.07245,5,6.0,3.22
6666,FreshMart Downtown,2023-09-17,Dairy,Orange Juice,4.0,27.4,109.6,0.0,109.6,322,27.4,12.33,0.2466,1.233,2,6.0,109.6
7770,MegaMart Westside,2023-09-18,Dairy,Orange Juice,5.0,14.92,74.6,0.0,74.6,292,14.919999999999998,6.7139999999999995,0.13427999999999998,0.6714,5,6.0,74.6
8798,Corner Grocery,2023-09-19,Snacks & Candy,Milk,1.0,17.04,17.04,2.85,14.19,487,14.19,6.3854999999999995,0.12771,0.63855,5,6.0,14.19
6900,ValuePlus Market,2023-09-19,Household Items,Yogurt,1.0,21.37,21.37,4.27,17.1,38,17.1,7.695000000000001,0.15390000000000004,0.7695000000000002,6,6.0,17.1
4909,SuperSave Central,2023-09-20,Snacks & Candy,Chicken Breast,5.0,27.39,136.95,3.21,133.74,209,26.748,12.0366,0.240732,1.2036600000000002,4,6.0,133.74
6138,ValuePlus Market,2023-09-20,Canned Goods,Tomatoes,5.0,16.38,81.9,4.17,77.73,232,15.546000000000001,6.9957,0.139914,0.69957,4,6.0,77.73
4566,FreshMart Downtown,2023-09-21,Produce,Potatoes,4.0,13.35,53.4,0.0,53.4,55,13.35,6.0075,0.12015,0.6007500000000001,4,6.0,53.4
9061,City Fresh Store,2023-09-22,Produce,Ground Beef,5.0,26.81,134.05,26.81,107.24,431,21.448,9.6516,0.193032,0.96516,3,6.0,107.24000000000001
6876,MegaMart Westside,2023-09-23,Dairy,Bananas,3.0,26.14,78.42,15.68,62.74,332,20.913333333333334,9.411000000000001,0.18822000000000003,0.9411000000000002,3,6.0,62.74
2612,QuickStop Market,2023-09-23,Health & Wellness,Onions,2.0,3.13,6.26,2.2,4.06,483,2.03,0.9135,0.01827,0.09135,6,6.0,4.06
2838,City Fresh Store,2023-09-23,Produce,Milk,3.0,3.69,11.07,1.66,9.41,158,3.1366666666666667,1.4115,0.02823,0.14115,5,6.0,9.41
9883,City Fresh Store,2023-09-23,Dairy,Bread,3.0,18.63,55.89,8.38,47.51,33,15.836666666666666,7.1265,0.14253000000000002,0.71265,6,6.0,47.51
5508,FreshMart Downtown,2023-09-23,Beverages,Rice,2.0,25.4,50.8,4.67,46.13,206,23.065,10.37925,0.20758500000000002,1.0379250000000002,4,6.0,46.13
1195,ValuePlus Market,2023-09-23,Canned Goods,Onions,3.0,14.85,44.55,2.65,41.9,497,13.966666666666667,6.285,0.1257,0.6285000000000001,4,6.0,41.9
1510,GreenGrocer Plaza,2023-09-23,Produce,Chicken Breast,4.0,29.81,119.24,3.64,115.6,82,28.9,13.004999999999999,0.2601,1.3005,5,6.0,115.6
8489,City Fresh Store,2023-09-24,Dairy,Eggs,1.0,11.13,11.13,2.23,8.9,104,8.9,4.005,0.0801,0.4005,3,6.0,8.9
3471,QuickStop Market,2023-09-24,Meat & Seafood,Cheese,4.0,5.04,20.16,4.03,16.13,300,4.0325,1.814625,0.0362925,0.1814625,5,6.0,16.13
4871,Corner Grocery,2023-09-24,Frozen Foods,Eggs,1.0,10.36,10.36,1.04,9.32,65,9.32,4.194,0.08388,0.4194,4,6.0,9.32
3209,MegaMart Westside,2023-09-25,Beverages,Cheese,1.0,5.67,5.67,0.57,5.1,371,5.1,2.295,0.045899999999999996,0.2295,2,6.0,5.1
4505,Corner Grocery,2023-09-25,Dairy,Bananas,1.0,11.25,11.25,1.12,10.13,47,10.13,4.5585,0.09117000000000001,0.4558500000000001,4,6.0,10.13
9582,GreenGrocer Plaza,2023-09-25,Meat & Seafood,Bread,1.0,1.1,1.1,0.22,0.88,405,0.88,0.396,0.00792,0.0396,4,6.0,0.88
4681,MegaMart Westside,2023-09-25,Canned Goods,Chicken Breast,2.0,10.55,21.1,3.17,17.93,355,8.965,4.03425,0.080685,0.40342500000000003,5,6.0,17.93
6482,ValuePlus Market,2023-09-27,Bakery,Yogurt,5.0,18.78,93.9,9.39,84.51,425,16.902,7.605900000000001,0.15211800000000003,0.7605900000000001,3,6.0,84.51
3430,City Fresh Store,2023-09-27,Personal Care,Potatoes,4.0,24.42,97.68,0.0,97.68,452,24.42,10.989,0.21978000000000003,1.0989000000000002,5,6.0,97.68
2412,Corner Grocery,2023-09-27,Personal Care,Orange Juice,3.0,17.92,53.76,10.75,43.01,277,14.336666666666666,6.4515,0.12903,0.6451500000000001,5,6.0,43.01
5386,QuickStop Market,2023-09-27,Meat & Seafood,Pasta,1.0,4.13,4.13,0.0,4.13,222,4.13,1.8585,0.03717,0.18585000000000002,2,6.0,4.13
6908,City Fresh Store,2023-09-28,Snacks & Candy,Potatoes,3.0,17.32,51.96,5.2,46.76,216,15.586666666666666,7.014,0.14028000000000002,0.7014,2,6.0,46.76
4376,,2023-09-28,Frozen Foods,Chicken Breast,2.0,18.57,37.14,3.05,34.09,274,17.045,7.670250000000001,0.153405,0.7670250000000002,2,6.0,34.09
3068,FamilyFood Express,2023-09-28,Bakery,Salmon,1.0,24.39,24.39,2.44,21.95,310,21.95,9.8775,0.19755,0.98775,4,6.0,21.95
4791,ValuePlus Market,2023-09-28,Bakery,Bread,5.0,1.69,8.45,1.69,6.76,491,1.3519999999999999,0.6083999999999999,0.012167999999999998,0.06084,3,6.0,6.76
8770,ValuePlus Market,2023-09-28,Personal Care,Chicken Breast,2.0,16.72,33.44,5.02,28.42,281,14.21,6.394500000000001,0.12789,0.6394500000000001,4,6.0,28.42
7071,FreshMart Downtown,2023-09-29,Frozen Foods,Yogurt,1.0,27.74,27.74,2.15,25.59,485,25.59,11.5155,0.23031,1.15155,4,6.0,25.59
4044,QuickStop Market,2023-09-29,Canned Goods,Chicken Breast,5.0,15.7,78.5,15.7,62.8,79,12.559999999999999,5.651999999999999,0.11303999999999999,0.5651999999999999,2,6.0,62.8
4362,ValuePlus Market,2023-09-29,Meat & Seafood,Yogurt,2.0,17.84,35.68,7.14,28.54,350,14.27,6.4215,0.12843,0.64215,3,6.0,28.54
7568,FamilyFood Express,2023-09-29,Frozen Foods,Eggs,3.0,25.58,76.74,15.35,61.39,30,20.463333333333335,9.2085,0.18417000000000003,0.9208500000000002,2,6.0,61.39
3340,Corner Grocery,2023-09-29,Frozen Foods,Potatoes,1.0,6.34,6.34,1.27,5.07,205,5.07,2.2815000000000003,0.045630000000000004,0.22815000000000005,4,6.0,5.07
7566,ValuePlus Market,2023-09-30,Produce,Potatoes,4.0,15.86,63.44,6.34,57.1,240,14.275,6.42375,0.128475,0.642375,2,6.0,57.1
8066,FamilyFood Express,2023-09-30,Beverages,Cereal,4.0,11.11,44.44,6.67,37.77,478,9.4425,4.249125,0.0849825,0.4249125,2,6.0,37.77
6802,Corner Grocery,2023-10-01,Canned Goods,Tomatoes,3.0,4.49,13.47,2.02,11.45,350,3.8166666666666664,1.7175,0.03435,0.17175,5,6.0,11.45
3330,MegaMart Westside,2023-10-01,Frozen Foods,Eggs,1.0,12.11,12.11,2.42,9.69,301,9.69,4.3605,0.08721,0.43605000000000005,2,6.0,9.69
6413,SuperSave Central,2023-10-01,Dairy,Pasta,4.0,10.85,43.4,2.13,41.27,403,10.3175,4.642875,0.09285750000000001,0.4642875,4,6.0,41.27
8438,QuickStop Market,2023-10-01,Snacks & Candy,Cereal,3.0,8.55,25.65,2.88,22.77,150,7.59,3.4155,0.06831000000000001,0.34155,3,6.0,22.77
2638,GreenGrocer Plaza,2023-10-02,Personal Care,Carrots,2.0,27.26,54.52,0.0,54.52,178,27.26,12.267000000000001,0.24534000000000003,1.2267000000000001,2,6.0,54.52
8430,City Fresh Store,2023-10-02,Beverages,Salmon,5.0,2.12,10.6,0.0,10.6,46,2.12,0.9540000000000001,0.019080000000000003,0.09540000000000001,5,6.0,10.600000000000001
7176,MegaMart Westside,2023-10-03,Snacks & Candy,Ground Beef,2.0,8.9,17.8,2.67,15.13,102,7.565,3.40425,0.068085,0.34042500000000003,3,6.0,15.13
5728,FamilyFood Express,2023-10-03,Bakery,Potatoes,1.0,27.71,27.71,0.0,27.71,185,27.71,12.4695,0.24939,1.24695,5,6.0,27.71
9312,FamilyFood Express,2023-10-03,Dairy,Milk,3.0,17.65,52.95,7.94,45.01,225,15.003333333333332,6.751499999999999,0.13502999999999998,0.6751499999999999,5,6.0,45.01
8267,FamilyFood Express,2023-10-03,Household Items,Milk,1.0,17.56,17.56,1.76,15.8,322,15.8,7.11,0.14220000000000002,0.7110000000000001,5,6.0,15.8
9056,GreenGrocer Plaza,2023-10-03,Frozen Foods,Onions,3.0,26.45,79.35,0.0,79.35,135,26.45,11.9025,0.23805,1.19025,5,6.0,79.35
7461,Corner Grocery,2023-10-04,Produce,Milk,4.0,13.53,54.12,10.82,43.3,238,10.825,4.87125,0.097425,0.48712500000000003,4,6.0,43.3
1939,City Fresh Store,2023-10-04,Household Items,Rice,5.0,14.11,70.55,7.05,63.5,172,12.7,5.715,0.1143,0.5715,4,6.0,63.5
4827,SuperSave Central,2023-10-04,Canned Goods,Orange Juice,4.0,14.06,56.24,2.37,53.87,276,13.4675,6.060375,0.1212075,0.6060375,6,6.0,53.87
3529,ValuePlus Market,2023-10-04,Health & Wellness,Cheese,2.0,18.55,37.1,3.4,33.7,90,16.85,7.5825000000000005,0.15165,0.7582500000000001,5,6.0,33.7
8405,FreshMart Downtown,2023-10-04,Bakery,Apples,4.0,10.34,41.36,4.14,37.22,292,9.305,4.18725,0.083745,0.418725,2,6.0,37.22
3754,ValuePlus Market,2023-10-05,Snacks & Candy,Potatoes,1.0,14.11,14.11,4.01,10.1,123,10.1,4.545,0.0909,0.4545,3,6.0,10.1
3538,ValuePlus Market,2023-10-05,Frozen Foods,Eggs,4.0,4.12,16.48,1.65,14.83,128,3.7075,1.668375,0.0333675,0.1668375,5,6.0,14.83
5703,QuickStop Market,2023-10-05,Beverages,Rice,5.0,20.33,101.65,15.25,86.4,409,17.28,7.776000000000001,0.15552000000000002,0.7776000000000001,2,6.0,86.4
4249,City Fresh Store,2023-10-05,Bakery,Bread,1.0,5.05,5.05,0.76,4.29,63,4.29,1.9305,0.038610000000000005,0.19305000000000003,6,6.0,4.29
8206,FreshMart Downtown,2023-10-06,Bakery,Eggs,4.0,27.93,111.72,1.96,109.76,153,27.44,12.348,0.24696,1.2348000000000001,2,6.0,109.76
6927,ValuePlus Market,2023-10-06,Bakery,Milk,2.0,8.8,17.6,4.95,12.65,500,6.325,2.84625,0.056925,0.284625,3,6.0,12.65
3868,QuickStop Market,2023-10-07,Bakery,Rice,1.0,12.56,12.56,3.22,9.34,383,9.34,4.203,0.08406000000000001,0.42030000000000006,5,6.0,9.34
7201,FamilyFood Express,2023-10-07,Personal Care,Salmon,2.0,13.22,26.44,5.29,21.15,142,10.575,4.75875,0.09517500000000001,0.47587500000000005,3,6.0,21.15
